menu_id,allergen,evidence
batch-09-052,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-09-053,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-09-060,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-004,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-006,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-010,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-010,wheat,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-012,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-013,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-016,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-017,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-018,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-019,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-020,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-021,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-022,shellfish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-023,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-024,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-029,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-031,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-032,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-034,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-035,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-036,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-037,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-038,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-039,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-040,shellfish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-041,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-042,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-047,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-049,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-050,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-052,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-053,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-10-060,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-004,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-006,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-010,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-010,wheat,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-012,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-013,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-016,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-017,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-018,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-019,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-020,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-021,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-022,shellfish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-023,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-024,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-029,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-031,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-032,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-034,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-035,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-036,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-037,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-038,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-039,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-040,shellfish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-041,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-042,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-047,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-049,fish,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-050,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-052,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-053,milk,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
batch-11-060,soy,"Label konservatif berdasarkan komponen dan nama pangan; resep rinci tetap perlu diperhatikan."
pilot-003,milk,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-005,soy,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-009,soy,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-010,fish,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-012,fish,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-015,shellfish,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-017,fish,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-018,fish,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-019,shellfish,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-021,soy,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-022,soy,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-024,egg,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-024,fish,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
pilot-025,milk,"Asumsi kurasi awal berdasarkan nama hidangan; verifikasi resep diperlukan."
