menu_id,food_ingredient_id,amount_g,component_role,preparation_note,sort_order
batch-05-017,1036,90.0,protein,"",1
batch-05-017,625,200.0,vegetable,"",2
batch-05-017,694,100.0,fruit,"",3
batch-05-018,22,120.0,staple,"",0
batch-05-018,1021,90.0,protein,"",1
batch-05-018,630,200.0,vegetable,"",2
batch-05-018,694,100.0,fruit,"",3
batch-05-019,26,120.0,staple,"",0
batch-05-019,1034,80.0,protein,"",1
batch-05-019,631,200.0,vegetable,"",2
batch-05-019,694,100.0,fruit,"",3
batch-05-020,22,120.0,staple,"",0
batch-05-020,1038,90.0,protein,"",1
batch-05-020,632,200.0,vegetable,"",2
batch-05-020,694,100.0,fruit,"",3
batch-05-021,26,120.0,staple,"",0
batch-05-021,1039,90.0,protein,"",1
batch-05-021,636,200.0,vegetable,"",2
batch-05-021,694,100.0,fruit,"",3
batch-05-022,22,120.0,staple,"",0
batch-05-022,1018,80.0,protein,"",1
batch-05-022,637,200.0,vegetable,"",2
batch-05-022,694,100.0,fruit,"",3
batch-05-023,26,120.0,staple,"",0
batch-05-023,431,100.0,protein,"",1
batch-05-023,639,200.0,vegetable,"",2
batch-05-023,694,100.0,fruit,"",3
batch-05-024,22,120.0,staple,"",0
batch-05-024,452,70.0,protein,"",1
batch-05-024,640,200.0,vegetable,"",2
batch-05-024,694,100.0,fruit,"",3
batch-05-025,26,120.0,staple,"",0
batch-05-025,377,100.0,protein,"",1
batch-05-025,623,200.0,vegetable,"",2
batch-05-025,694,100.0,fruit,"",3
batch-05-026,22,120.0,staple,"",0
batch-05-026,378,100.0,protein,"",1
batch-05-026,625,200.0,vegetable,"",2
batch-05-026,694,100.0,fruit,"",3
batch-05-027,26,120.0,staple,"",0
batch-05-027,383,100.0,protein,"",1
batch-05-027,630,200.0,vegetable,"",2
batch-05-027,694,100.0,fruit,"",3
batch-05-028,22,120.0,staple,"",0
batch-05-028,373,100.0,protein,"",1
batch-05-028,631,200.0,vegetable,"",2
batch-05-028,694,100.0,fruit,"",3
batch-05-029,26,120.0,staple,"",0
batch-05-029,1035,60.0,protein,"",1
batch-05-029,632,200.0,vegetable,"",2
batch-05-029,694,100.0,fruit,"",3
batch-05-030,22,120.0,staple,"",0
batch-05-030,846,70.0,protein,"",1
batch-05-030,636,200.0,vegetable,"",2
batch-05-030,694,100.0,fruit,"",3
batch-05-031,26,120.0,staple,"",0
batch-05-031,1032,90.0,protein,"",1
batch-05-031,637,200.0,vegetable,"",2
batch-05-031,694,100.0,fruit,"",3
batch-05-032,22,120.0,staple,"",0
batch-05-032,376,80.0,protein,"",1
batch-05-032,639,200.0,vegetable,"",2
batch-05-032,694,100.0,fruit,"",3
batch-05-033,26,120.0,staple,"",0
batch-05-033,370,80.0,protein,"",1
batch-05-033,640,200.0,vegetable,"",2
batch-05-033,694,100.0,fruit,"",3
batch-05-034,26,110.0,staple,"",0
batch-05-034,867,75.0,protein,"",1
batch-05-034,625,220.0,vegetable,"",2
batch-05-034,736,100.0,fruit,"",3
batch-05-035,22,110.0,staple,"",0
batch-05-035,1036,85.0,protein,"",1
batch-05-035,630,220.0,vegetable,"",2
batch-05-035,736,100.0,fruit,"",3
batch-05-036,26,110.0,staple,"",0
batch-05-036,1021,85.0,protein,"",1
batch-05-036,631,220.0,vegetable,"",2
batch-05-036,736,100.0,fruit,"",3
batch-05-037,22,110.0,staple,"",0
batch-05-037,1034,75.0,protein,"",1
batch-05-037,632,220.0,vegetable,"",2
batch-05-037,736,100.0,fruit,"",3
batch-05-038,26,110.0,staple,"",0
batch-05-038,1038,85.0,protein,"",1
batch-05-038,636,220.0,vegetable,"",2
batch-05-038,736,100.0,fruit,"",3
batch-05-039,22,110.0,staple,"",0
batch-05-039,1039,85.0,protein,"",1
batch-05-039,637,220.0,vegetable,"",2
batch-05-039,736,100.0,fruit,"",3
batch-05-040,26,110.0,staple,"",0
batch-05-040,1018,75.0,protein,"",1
batch-05-040,639,220.0,vegetable,"",2
batch-05-040,736,100.0,fruit,"",3
batch-05-041,22,110.0,staple,"",0
batch-05-041,431,95.0,protein,"",1
batch-05-041,640,220.0,vegetable,"",2
batch-05-041,736,100.0,fruit,"",3
batch-05-042,26,110.0,staple,"",0
batch-05-042,452,65.0,protein,"",1
batch-05-042,623,220.0,vegetable,"",2
batch-05-042,736,100.0,fruit,"",3
batch-05-043,22,110.0,staple,"",0
batch-05-043,377,95.0,protein,"",1
batch-05-043,625,220.0,vegetable,"",2
batch-05-043,736,100.0,fruit,"",3
batch-05-044,26,110.0,staple,"",0
batch-05-044,378,95.0,protein,"",1
batch-05-044,630,220.0,vegetable,"",2
batch-05-044,736,100.0,fruit,"",3
batch-05-045,22,110.0,staple,"",0
batch-05-045,383,95.0,protein,"",1
batch-05-045,631,220.0,vegetable,"",2
batch-05-045,736,100.0,fruit,"",3
batch-05-046,26,110.0,staple,"",0
batch-05-046,373,95.0,protein,"",1
batch-05-046,632,220.0,vegetable,"",2
batch-05-046,736,100.0,fruit,"",3
batch-05-047,22,110.0,staple,"",0
batch-05-047,1035,55.0,protein,"",1
batch-05-047,636,220.0,vegetable,"",2
batch-05-047,736,100.0,fruit,"",3
batch-05-048,26,110.0,staple,"",0
batch-05-048,846,65.0,protein,"",1
batch-05-048,637,220.0,vegetable,"",2
batch-05-048,736,100.0,fruit,"",3
batch-05-049,22,110.0,staple,"",0
batch-05-049,1032,85.0,protein,"",1
batch-05-049,639,220.0,vegetable,"",2
batch-05-049,736,100.0,fruit,"",3
batch-05-050,26,110.0,staple,"",0
batch-05-050,376,75.0,protein,"",1
batch-05-050,640,220.0,vegetable,"",2
batch-05-050,736,100.0,fruit,"",3
batch-05-051,22,110.0,staple,"",0
batch-05-051,370,75.0,protein,"",1
batch-05-051,623,220.0,vegetable,"",2
batch-05-051,736,100.0,fruit,"",3
batch-05-052,1145,100.0,beverage,"",0
batch-05-052,694,120.0,fruit,"",1
batch-05-053,1145,100.0,beverage,"",0
batch-05-053,736,120.0,fruit,"",1
batch-05-054,253,80.0,staple,"",0
batch-05-054,688,120.0,fruit,"",1
batch-05-055,251,80.0,staple,"",0
batch-05-055,712,100.0,fruit,"",1
batch-05-056,377,50.0,protein,"",0
batch-05-056,717,120.0,fruit,"",1
batch-05-057,378,60.0,protein,"",0
batch-05-057,725,100.0,fruit,"",1
batch-05-058,31,100.0,staple,"",0
batch-05-058,746,100.0,fruit,"",1
batch-05-059,243,80.0,staple,"",0
batch-05-059,694,120.0,fruit,"",1
batch-05-060,431,60.0,protein,"",0
batch-05-060,736,120.0,fruit,"",1
batch-06-001,245,150.0,staple,"",0
batch-06-001,377,80.0,protein,"",1
batch-06-001,703,100.0,fruit,"",2
batch-06-002,247,150.0,staple,"",0
batch-06-002,378,80.0,protein,"",1
batch-06-002,704,100.0,fruit,"",2
batch-06-003,250,150.0,staple,"",0
batch-06-003,383,80.0,protein,"",1
batch-06-003,730,100.0,fruit,"",2
batch-06-004,251,150.0,staple,"",0
batch-06-004,431,80.0,protein,"",1
batch-06-004,733,100.0,fruit,"",2
batch-06-005,252,150.0,staple,"",0
batch-06-005,373,80.0,protein,"",1
batch-06-005,753,100.0,fruit,"",2
batch-06-006,253,120.0,staple,"",0
batch-06-006,1145,150.0,beverage,"",1
batch-06-006,683,100.0,fruit,"",2
batch-06-007,249,150.0,staple,"",0
batch-06-007,383,80.0,protein,"",1
batch-06-007,715,100.0,fruit,"",2
batch-06-008,31,120.0,staple,"",0
batch-06-008,377,80.0,protein,"",1
batch-06-008,703,100.0,fruit,"",2
batch-06-009,33,120.0,staple,"",0
batch-06-009,378,80.0,protein,"",1
batch-06-009,704,100.0,fruit,"",2
batch-06-010,45,60.0,staple,"",0
batch-06-010,1144,200.0,beverage,"",1
batch-06-010,730,100.0,fruit,"",2
batch-06-011,243,150.0,staple,"",0
batch-06-011,373,80.0,protein,"",1
batch-06-011,733,100.0,fruit,"",2
batch-06-012,244,120.0,staple,"",0
batch-06-012,431,80.0,protein,"",1
batch-06-012,753,100.0,fruit,"",2
batch-06-013,245,150.0,staple,"",0
batch-06-013,1145,150.0,beverage,"",1
batch-06-013,683,100.0,fruit,"",2
batch-06-014,250,150.0,staple,"",0
batch-06-014,377,80.0,protein,"",1
batch-06-014,715,100.0,fruit,"",2
batch-06-015,247,150.0,staple,"",0
batch-06-015,383,80.0,protein,"",1
batch-06-015,703,100.0,fruit,"",2
batch-06-016,22,120.0,staple,"",0
batch-06-016,867,75.0,protein,"",1
batch-06-016,647,200.0,vegetable,"",2
batch-06-016,683,100.0,fruit,"",3
batch-06-017,26,120.0,staple,"",0
batch-06-017,1036,90.0,protein,"",1
batch-06-017,657,200.0,vegetable,"",2
batch-06-017,683,100.0,fruit,"",3
batch-06-018,22,120.0,staple,"",0
batch-06-018,1021,90.0,protein,"",1
batch-06-018,661,200.0,vegetable,"",2
batch-06-018,683,100.0,fruit,"",3
batch-06-019,26,120.0,staple,"",0
batch-06-019,1034,80.0,protein,"",1
batch-06-019,662,200.0,vegetable,"",2
batch-06-019,683,100.0,fruit,"",3
batch-06-020,22,120.0,staple,"",0
batch-06-020,1038,90.0,protein,"",1
batch-06-020,669,200.0,vegetable,"",2
batch-06-020,683,100.0,fruit,"",3
batch-06-021,26,120.0,staple,"",0
batch-06-021,1039,90.0,protein,"",1
batch-06-021,672,200.0,vegetable,"",2
batch-06-021,683,100.0,fruit,"",3
batch-06-022,22,120.0,staple,"",0
batch-06-022,1018,80.0,protein,"",1
batch-06-022,679,200.0,vegetable,"",2
batch-06-022,683,100.0,fruit,"",3
batch-06-023,26,120.0,staple,"",0
batch-06-023,431,100.0,protein,"",1
batch-06-023,681,200.0,vegetable,"",2
batch-06-023,683,100.0,fruit,"",3
batch-06-024,22,120.0,staple,"",0
batch-06-024,452,60.0,protein,"",1
batch-06-024,647,200.0,vegetable,"",2
batch-06-024,683,100.0,fruit,"",3
batch-06-025,26,120.0,staple,"",0
batch-06-025,377,100.0,protein,"",1
batch-06-025,657,200.0,vegetable,"",2
batch-06-025,683,100.0,fruit,"",3
batch-06-026,22,120.0,staple,"",0
batch-06-026,378,100.0,protein,"",1
batch-06-026,661,200.0,vegetable,"",2
batch-06-026,683,100.0,fruit,"",3
batch-06-027,26,120.0,staple,"",0
batch-06-027,383,100.0,protein,"",1
batch-06-027,662,200.0,vegetable,"",2
batch-06-027,683,100.0,fruit,"",3
batch-06-028,22,120.0,staple,"",0
batch-06-028,373,100.0,protein,"",1
batch-06-028,669,200.0,vegetable,"",2
batch-06-028,683,100.0,fruit,"",3
batch-06-029,26,120.0,staple,"",0
batch-06-029,1035,60.0,protein,"",1
batch-06-029,672,200.0,vegetable,"",2
batch-06-029,683,100.0,fruit,"",3
batch-06-030,22,120.0,staple,"",0
batch-06-030,846,70.0,protein,"",1
batch-06-030,679,200.0,vegetable,"",2
batch-06-030,683,100.0,fruit,"",3
batch-06-031,26,120.0,staple,"",0
batch-06-031,1032,90.0,protein,"",1
batch-06-031,681,200.0,vegetable,"",2
batch-06-031,683,100.0,fruit,"",3
batch-06-032,22,120.0,staple,"",0
batch-06-032,376,80.0,protein,"",1
batch-06-032,647,200.0,vegetable,"",2
batch-06-032,683,100.0,fruit,"",3
batch-06-033,26,120.0,staple,"",0
batch-06-033,370,80.0,protein,"",1
batch-06-033,661,200.0,vegetable,"",2
batch-06-033,683,100.0,fruit,"",3
batch-06-034,26,110.0,staple,"",0
batch-06-034,867,70.0,protein,"",1
batch-06-034,657,220.0,vegetable,"",2
batch-06-034,715,100.0,fruit,"",3
batch-06-035,22,110.0,staple,"",0
batch-06-035,1036,85.0,protein,"",1
batch-06-035,661,220.0,vegetable,"",2
batch-06-035,715,100.0,fruit,"",3
batch-06-036,26,110.0,staple,"",0
batch-06-036,1021,85.0,protein,"",1
batch-06-036,662,220.0,vegetable,"",2
batch-06-036,715,100.0,fruit,"",3
batch-06-037,22,110.0,staple,"",0
batch-06-037,1034,75.0,protein,"",1
batch-06-037,669,220.0,vegetable,"",2
batch-06-037,715,100.0,fruit,"",3
batch-06-038,26,110.0,staple,"",0
batch-06-038,1038,85.0,protein,"",1
batch-06-038,672,220.0,vegetable,"",2
batch-06-038,715,100.0,fruit,"",3
batch-06-039,22,110.0,staple,"",0
batch-06-039,1039,85.0,protein,"",1
batch-06-039,679,220.0,vegetable,"",2
batch-06-039,715,100.0,fruit,"",3
batch-06-040,26,110.0,staple,"",0
batch-06-040,1018,75.0,protein,"",1
batch-06-040,681,220.0,vegetable,"",2
batch-06-040,715,100.0,fruit,"",3
batch-06-041,22,110.0,staple,"",0
batch-06-041,431,95.0,protein,"",1
batch-06-041,647,220.0,vegetable,"",2
batch-06-041,715,100.0,fruit,"",3
batch-06-042,26,110.0,staple,"",0
batch-06-042,452,55.0,protein,"",1
batch-06-042,657,220.0,vegetable,"",2
batch-06-042,715,100.0,fruit,"",3
batch-06-043,22,110.0,staple,"",0
batch-06-043,377,95.0,protein,"",1
batch-06-043,661,220.0,vegetable,"",2
batch-06-043,715,100.0,fruit,"",3
batch-06-044,26,110.0,staple,"",0
batch-06-044,378,95.0,protein,"",1
batch-06-044,662,220.0,vegetable,"",2
batch-06-044,715,100.0,fruit,"",3
batch-06-045,22,110.0,staple,"",0
batch-06-045,383,95.0,protein,"",1
batch-06-045,669,220.0,vegetable,"",2
batch-06-045,715,100.0,fruit,"",3
batch-06-046,26,110.0,staple,"",0
batch-06-046,373,95.0,protein,"",1
batch-06-046,672,220.0,vegetable,"",2
batch-06-046,715,100.0,fruit,"",3
batch-06-047,22,110.0,staple,"",0
batch-06-047,1035,55.0,protein,"",1
batch-06-047,679,220.0,vegetable,"",2
batch-06-047,715,100.0,fruit,"",3
batch-06-048,26,110.0,staple,"",0
batch-06-048,846,65.0,protein,"",1
batch-06-048,681,220.0,vegetable,"",2
batch-06-048,715,100.0,fruit,"",3
batch-06-049,22,110.0,staple,"",0
batch-06-049,1032,85.0,protein,"",1
batch-06-049,647,220.0,vegetable,"",2
batch-06-049,715,100.0,fruit,"",3
batch-06-050,26,110.0,staple,"",0
batch-06-050,376,75.0,protein,"",1
batch-06-050,661,220.0,vegetable,"",2
batch-06-050,715,100.0,fruit,"",3
batch-06-051,22,110.0,staple,"",0
batch-06-051,370,75.0,protein,"",1
batch-06-051,669,220.0,vegetable,"",2
batch-06-051,715,100.0,fruit,"",3
batch-06-052,1145,100.0,beverage,"",0
batch-06-052,683,150.0,fruit,"",1
batch-06-053,1145,100.0,beverage,"",0
batch-06-053,715,150.0,fruit,"",1
batch-06-054,253,80.0,staple,"",0
batch-06-054,703,120.0,fruit,"",1
batch-06-055,251,80.0,staple,"",0
batch-06-055,704,100.0,fruit,"",1
batch-06-056,377,50.0,protein,"",0
batch-06-056,730,120.0,fruit,"",1
batch-06-057,378,60.0,protein,"",0
batch-06-057,733,100.0,fruit,"",1
batch-06-058,31,100.0,staple,"",0
batch-06-058,753,100.0,fruit,"",1
batch-06-059,243,80.0,staple,"",0
batch-06-059,683,150.0,fruit,"",1
batch-06-060,431,60.0,protein,"",0
batch-06-060,715,120.0,fruit,"",1
batch-07-001,245,150.0,staple,"",0
batch-07-001,377,80.0,protein,"",1
batch-07-001,705,100.0,fruit,"",2
batch-07-002,247,150.0,staple,"",0
batch-07-002,378,80.0,protein,"",1
batch-07-002,706,100.0,fruit,"",2
batch-07-003,250,150.0,staple,"",0
batch-07-003,383,80.0,protein,"",1
batch-07-003,689,100.0,fruit,"",2
batch-07-004,251,150.0,staple,"",0
batch-07-004,431,80.0,protein,"",1
batch-07-004,693,100.0,fruit,"",2
batch-07-005,252,150.0,staple,"",0
batch-07-005,373,80.0,protein,"",1
batch-07-005,695,100.0,fruit,"",2
batch-07-006,253,120.0,staple,"",0
batch-07-006,1145,150.0,beverage,"",1
batch-07-006,687,100.0,fruit,"",2
batch-07-007,249,150.0,staple,"",0
batch-07-007,383,80.0,protein,"",1
batch-07-007,718,100.0,fruit,"",2
batch-07-008,31,120.0,staple,"",0
batch-07-008,377,80.0,protein,"",1
batch-07-008,705,100.0,fruit,"",2
batch-07-009,33,120.0,staple,"",0
batch-07-009,378,80.0,protein,"",1
batch-07-009,706,100.0,fruit,"",2
batch-07-010,45,60.0,staple,"",0
batch-07-010,1144,200.0,beverage,"",1
batch-07-010,689,100.0,fruit,"",2
batch-07-011,243,150.0,staple,"",0
batch-07-011,373,80.0,protein,"",1
batch-07-011,693,100.0,fruit,"",2
batch-07-012,244,120.0,staple,"",0
batch-07-012,431,80.0,protein,"",1
batch-07-012,695,100.0,fruit,"",2
batch-07-013,245,150.0,staple,"",0
batch-07-013,1145,150.0,beverage,"",1
batch-07-013,687,100.0,fruit,"",2
batch-07-014,250,150.0,staple,"",0
batch-07-014,377,80.0,protein,"",1
batch-07-014,718,100.0,fruit,"",2
batch-07-015,247,150.0,staple,"",0
batch-07-015,383,80.0,protein,"",1
batch-07-015,705,100.0,fruit,"",2
batch-07-016,22,120.0,staple,"",0
batch-07-016,867,80.0,protein,"",1
batch-07-016,497,200.0,vegetable,"",2
batch-07-016,687,100.0,fruit,"",3
batch-07-017,26,120.0,staple,"",0
batch-07-017,1036,90.0,protein,"",1
batch-07-017,501,200.0,vegetable,"",2
batch-07-017,687,100.0,fruit,"",3
batch-07-018,22,120.0,staple,"",0
batch-07-018,1021,90.0,protein,"",1
batch-07-018,513,200.0,vegetable,"",2
batch-07-018,687,100.0,fruit,"",3
batch-07-019,26,120.0,staple,"",0
batch-07-019,1034,80.0,protein,"",1
batch-07-019,514,200.0,vegetable,"",2
batch-07-019,687,100.0,fruit,"",3
batch-07-020,22,120.0,staple,"",0
batch-07-020,1038,90.0,protein,"",1
batch-07-020,538,200.0,vegetable,"",2
batch-07-020,687,100.0,fruit,"",3
batch-07-021,26,120.0,staple,"",0
batch-07-021,1039,90.0,protein,"",1
batch-07-021,578,200.0,vegetable,"",2
batch-07-021,687,100.0,fruit,"",3
batch-07-022,22,120.0,staple,"",0
batch-07-022,1018,80.0,protein,"",1
batch-07-022,593,200.0,vegetable,"",2
batch-07-022,687,100.0,fruit,"",3
batch-07-023,26,120.0,staple,"",0
batch-07-023,431,100.0,protein,"",1
batch-07-023,596,200.0,vegetable,"",2
batch-07-023,687,100.0,fruit,"",3
batch-07-024,22,120.0,staple,"",0
batch-07-024,452,70.0,protein,"",1
batch-07-024,609,200.0,vegetable,"",2
batch-07-024,687,100.0,fruit,"",3
batch-07-025,26,120.0,staple,"",0
batch-07-025,377,100.0,protein,"",1
batch-07-025,497,200.0,vegetable,"",2
batch-07-025,687,100.0,fruit,"",3
batch-07-026,22,120.0,staple,"",0
batch-07-026,378,100.0,protein,"",1
batch-07-026,501,200.0,vegetable,"",2
batch-07-026,687,100.0,fruit,"",3
batch-07-027,26,120.0,staple,"",0
batch-07-027,383,100.0,protein,"",1
batch-07-027,513,200.0,vegetable,"",2
batch-07-027,687,100.0,fruit,"",3
batch-07-028,22,120.0,staple,"",0
batch-07-028,373,100.0,protein,"",1
batch-07-028,514,200.0,vegetable,"",2
batch-07-028,687,100.0,fruit,"",3
batch-07-029,26,120.0,staple,"",0
batch-07-029,1035,60.0,protein,"",1
batch-07-029,538,200.0,vegetable,"",2
batch-07-029,687,100.0,fruit,"",3
batch-07-030,22,120.0,staple,"",0
batch-07-030,846,70.0,protein,"",1
batch-07-030,578,200.0,vegetable,"",2
batch-07-030,687,100.0,fruit,"",3
batch-07-031,26,120.0,staple,"",0
batch-07-031,1032,90.0,protein,"",1
batch-07-031,593,200.0,vegetable,"",2
batch-07-031,687,100.0,fruit,"",3
batch-07-032,22,120.0,staple,"",0
batch-07-032,376,80.0,protein,"",1
batch-07-032,596,200.0,vegetable,"",2
batch-07-032,687,100.0,fruit,"",3
batch-07-033,26,120.0,staple,"",0
batch-07-033,370,80.0,protein,"",1
batch-07-033,609,200.0,vegetable,"",2
batch-07-033,687,100.0,fruit,"",3
batch-07-034,26,110.0,staple,"",0
batch-07-034,867,75.0,protein,"",1
batch-07-034,501,220.0,vegetable,"",2
batch-07-034,718,100.0,fruit,"",3
batch-07-035,22,110.0,staple,"",0
batch-07-035,1036,85.0,protein,"",1
batch-07-035,513,220.0,vegetable,"",2
batch-07-035,718,100.0,fruit,"",3
batch-07-036,26,110.0,staple,"",0
batch-07-036,1021,85.0,protein,"",1
batch-07-036,514,220.0,vegetable,"",2
batch-07-036,718,100.0,fruit,"",3
batch-07-037,22,110.0,staple,"",0
batch-07-037,1034,75.0,protein,"",1
batch-07-037,538,220.0,vegetable,"",2
batch-07-037,718,100.0,fruit,"",3
batch-07-038,26,110.0,staple,"",0
batch-07-038,1038,85.0,protein,"",1
batch-07-038,578,220.0,vegetable,"",2
batch-07-038,718,100.0,fruit,"",3
batch-07-039,22,110.0,staple,"",0
batch-07-039,1039,85.0,protein,"",1
batch-07-039,593,220.0,vegetable,"",2
batch-07-039,718,100.0,fruit,"",3
batch-07-040,26,110.0,staple,"",0
batch-07-040,1018,75.0,protein,"",1
batch-07-040,596,220.0,vegetable,"",2
batch-07-040,718,100.0,fruit,"",3
batch-07-041,22,110.0,staple,"",0
batch-07-041,431,95.0,protein,"",1
batch-07-041,609,220.0,vegetable,"",2
batch-07-041,718,100.0,fruit,"",3
batch-07-042,26,110.0,staple,"",0
batch-07-042,452,65.0,protein,"",1
batch-07-042,497,220.0,vegetable,"",2
batch-07-042,718,100.0,fruit,"",3
batch-07-043,22,110.0,staple,"",0
batch-07-043,377,95.0,protein,"",1
batch-07-043,501,220.0,vegetable,"",2
batch-07-043,718,100.0,fruit,"",3
batch-07-044,26,110.0,staple,"",0
batch-07-044,378,95.0,protein,"",1
batch-07-044,513,220.0,vegetable,"",2
batch-07-044,718,100.0,fruit,"",3
batch-07-045,22,110.0,staple,"",0
batch-07-045,383,95.0,protein,"",1
batch-07-045,514,220.0,vegetable,"",2
batch-07-045,718,100.0,fruit,"",3
batch-07-046,26,110.0,staple,"",0
batch-07-046,373,95.0,protein,"",1
batch-07-046,538,220.0,vegetable,"",2
batch-07-046,718,100.0,fruit,"",3
batch-07-047,22,110.0,staple,"",0
batch-07-047,1035,55.0,protein,"",1
batch-07-047,578,220.0,vegetable,"",2
batch-07-047,718,100.0,fruit,"",3
batch-07-048,26,110.0,staple,"",0
batch-07-048,846,65.0,protein,"",1
batch-07-048,593,220.0,vegetable,"",2
batch-07-048,718,100.0,fruit,"",3
batch-07-049,22,110.0,staple,"",0
batch-07-049,1032,85.0,protein,"",1
batch-07-049,596,220.0,vegetable,"",2
batch-07-049,718,100.0,fruit,"",3
batch-07-050,26,110.0,staple,"",0
batch-07-050,376,75.0,protein,"",1
batch-07-050,609,220.0,vegetable,"",2
batch-07-050,718,100.0,fruit,"",3
batch-07-051,22,110.0,staple,"",0
batch-07-051,370,75.0,protein,"",1
batch-07-051,497,220.0,vegetable,"",2
batch-07-051,718,100.0,fruit,"",3
batch-07-052,1145,100.0,beverage,"",0
batch-07-052,687,150.0,fruit,"",1
batch-07-053,1145,100.0,beverage,"",0
batch-07-053,718,150.0,fruit,"",1
batch-07-054,253,80.0,staple,"",0
batch-07-054,705,120.0,fruit,"",1
batch-07-055,251,80.0,staple,"",0
batch-07-055,706,100.0,fruit,"",1
batch-07-056,377,50.0,protein,"",0
batch-07-056,695,120.0,fruit,"",1
batch-07-057,378,60.0,protein,"",0
batch-07-057,689,100.0,fruit,"",1
batch-07-058,31,100.0,staple,"",0
batch-07-058,693,100.0,fruit,"",1
batch-07-059,243,80.0,staple,"",0
batch-07-059,687,150.0,fruit,"",1
batch-07-060,431,60.0,protein,"",0
batch-07-060,718,120.0,fruit,"",1
batch-08-001,245,150.0,staple,"",0
batch-08-001,377,80.0,protein,"",1
batch-08-001,724,100.0,fruit,"",2
batch-08-002,247,150.0,staple,"",0
batch-08-002,378,80.0,protein,"",1
batch-08-002,710,100.0,fruit,"",2
batch-08-003,250,150.0,staple,"",0
batch-08-003,383,80.0,protein,"",1
batch-08-003,709,100.0,fruit,"",2
batch-08-004,251,150.0,staple,"",0
batch-08-004,431,80.0,protein,"",1
batch-08-004,714,100.0,fruit,"",2
batch-08-005,252,150.0,staple,"",0
batch-08-005,373,80.0,protein,"",1
batch-08-005,716,100.0,fruit,"",2
batch-08-006,253,120.0,staple,"",0
batch-08-006,1145,150.0,beverage,"",1
batch-08-006,707,100.0,fruit,"",2
batch-08-007,249,150.0,staple,"",0
batch-08-007,383,80.0,protein,"",1
batch-08-007,719,100.0,fruit,"",2
batch-08-008,31,120.0,staple,"",0
batch-08-008,377,80.0,protein,"",1
batch-08-008,724,100.0,fruit,"",2
batch-08-009,33,120.0,staple,"",0
batch-08-009,378,80.0,protein,"",1
batch-08-009,710,100.0,fruit,"",2
batch-08-010,45,60.0,staple,"",0
batch-08-010,1144,200.0,beverage,"",1
batch-08-010,709,100.0,fruit,"",2
batch-08-011,243,150.0,staple,"",0
batch-08-011,373,80.0,protein,"",1
batch-08-011,714,100.0,fruit,"",2
batch-08-012,244,120.0,staple,"",0
batch-08-012,431,80.0,protein,"",1
batch-08-012,716,100.0,fruit,"",2
batch-08-013,245,150.0,staple,"",0
batch-08-013,1145,150.0,beverage,"",1
batch-08-013,707,100.0,fruit,"",2
batch-08-014,250,150.0,staple,"",0
batch-08-014,377,80.0,protein,"",1
batch-08-014,719,100.0,fruit,"",2
batch-08-015,247,150.0,staple,"",0
batch-08-015,383,80.0,protein,"",1
batch-08-015,724,100.0,fruit,"",2
batch-08-016,22,120.0,staple,"",0
batch-08-016,867,80.0,protein,"",1
batch-08-016,464,200.0,vegetable,"",2
batch-08-016,707,100.0,fruit,"",3
batch-08-017,26,120.0,staple,"",0
batch-08-017,1036,90.0,protein,"",1
batch-08-017,465,200.0,vegetable,"",2
batch-08-017,707,100.0,fruit,"",3
batch-08-018,22,120.0,staple,"",0
batch-08-018,1021,90.0,protein,"",1
batch-08-018,468,200.0,vegetable,"",2
batch-08-018,707,100.0,fruit,"",3
batch-08-019,26,120.0,staple,"",0
batch-08-019,1034,80.0,protein,"",1
batch-08-019,469,200.0,vegetable,"",2
batch-08-019,707,100.0,fruit,"",3
batch-08-020,22,120.0,staple,"",0
batch-08-020,1038,90.0,protein,"",1
batch-08-020,470,200.0,vegetable,"",2
batch-08-020,707,100.0,fruit,"",3
batch-08-021,26,120.0,staple,"",0
batch-08-021,1039,90.0,protein,"",1
batch-08-021,471,200.0,vegetable,"",2
batch-08-021,707,100.0,fruit,"",3
batch-08-022,22,120.0,staple,"",0
batch-08-022,1018,80.0,protein,"",1
batch-08-022,480,200.0,vegetable,"",2
batch-08-022,707,100.0,fruit,"",3
batch-08-023,26,120.0,staple,"",0
batch-08-023,431,100.0,protein,"",1
batch-08-023,490,200.0,vegetable,"",2
batch-08-023,707,100.0,fruit,"",3
batch-08-024,22,120.0,staple,"",0
batch-08-024,452,60.0,protein,"",1
batch-08-024,471,200.0,vegetable,"",2
batch-08-024,707,100.0,fruit,"",3
batch-08-025,26,120.0,staple,"",0
batch-08-025,377,100.0,protein,"",1
batch-08-025,493,200.0,vegetable,"",2
batch-08-025,707,100.0,fruit,"",3
batch-08-026,22,120.0,staple,"",0
batch-08-026,378,100.0,protein,"",1
batch-08-026,464,200.0,vegetable,"",2
batch-08-026,707,100.0,fruit,"",3
batch-08-027,26,120.0,staple,"",0
batch-08-027,383,100.0,protein,"",1
batch-08-027,465,200.0,vegetable,"",2
batch-08-027,707,100.0,fruit,"",3
batch-08-028,22,120.0,staple,"",0
batch-08-028,373,100.0,protein,"",1
batch-08-028,468,200.0,vegetable,"",2
batch-08-028,707,100.0,fruit,"",3
batch-08-029,26,120.0,staple,"",0
batch-08-029,1035,60.0,protein,"",1
batch-08-029,469,200.0,vegetable,"",2
batch-08-029,707,100.0,fruit,"",3
