id,slug,name,description,meal_type,serving_size_g,serving_description,curation_status,is_pilot,nutrition_source,calculation_version,curation_notes,created_at,updated_at,curation_batch
batch-04-033,batch-04-nasi-merah-kacang-belimbing-wortel-dan-semangka,"Nasi Merah, Kacang Belimbing, Wortel, dan Semangka","Nasi Merah, Kacang Belimbing, Wortel, dan Semangka, komposisi unik Batch 4 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.653Z,4
batch-04-034,batch-04-nasi-merah-ayam-kalasan-buncis-dan-pisang-ambon,"Nasi Merah, Ayam Kalasan, Buncis, dan Pisang Ambon","Nasi Merah, Ayam Kalasan, Buncis, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.653Z,4
batch-04-035,batch-04-nasi-pepes-mujahir-daun-katuk-dan-pisang-ambon,"Nasi, Pepes Mujahir, Daun Katuk, dan Pisang Ambon","Nasi, Pepes Mujahir, Daun Katuk, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.654Z,4
batch-04-036,batch-04-nasi-merah-ikan-baung-daun-kelor-dan-pisang-ambon,"Nasi Merah, Ikan Baung, Daun Kelor, dan Pisang Ambon","Nasi Merah, Ikan Baung, Daun Kelor, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.654Z,4
batch-04-037,batch-04-nasi-pepes-ikan-mas-daun-singkong-dan-pisang-ambon,"Nasi, Pepes Ikan Mas, Daun Singkong, dan Pisang Ambon","Nasi, Pepes Ikan Mas, Daun Singkong, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.654Z,4
batch-04-038,batch-04-nasi-merah-ikan-papuyu-kacang-panjang-dan-pisang-ambon,"Nasi Merah, Ikan Papuyu, Kacang Panjang, dan Pisang Ambon","Nasi Merah, Ikan Papuyu, Kacang Panjang, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.654Z,4
batch-04-039,batch-04-nasi-ikan-patin-kangkung-dan-pisang-ambon,"Nasi, Ikan Patin, Kangkung, dan Pisang Ambon","Nasi, Ikan Patin, Kangkung, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.654Z,4
batch-04-040,batch-04-nasi-merah-cumi-kangkung-rebus-dan-pisang-ambon,"Nasi Merah, Cumi, Kangkung Rebus, dan Pisang Ambon","Nasi Merah, Cumi, Kangkung Rebus, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.654Z,4
batch-04-041,batch-04-nasi-tahu-wortel-dan-pisang-ambon,"Nasi, Tahu, Wortel, dan Pisang Ambon","Nasi, Tahu, Wortel, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.588Z,2026-07-28T13:16:41.654Z,4
batch-04-042,batch-04-nasi-merah-tempe-wortel-kukus-dan-pisang-ambon,"Nasi Merah, Tempe, Wortel Kukus, dan Pisang Ambon","Nasi Merah, Tempe, Wortel Kukus, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,495.0,"1 porsi (495 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.655Z,4
batch-04-043,batch-04-nasi-kacang-merah-bayam-dan-pisang-ambon,"Nasi, Kacang Merah, Bayam, dan Pisang Ambon","Nasi, Kacang Merah, Bayam, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.655Z,4
batch-04-044,batch-04-nasi-merah-kacang-merah-segar-buncis-dan-pisang-ambon,"Nasi Merah, Kacang Merah Segar, Buncis, dan Pisang Ambon","Nasi Merah, Kacang Merah Segar, Buncis, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.655Z,4
batch-04-045,batch-04-nasi-kacang-tolo-daun-katuk-dan-pisang-ambon,"Nasi, Kacang Tolo, Daun Katuk, dan Pisang Ambon","Nasi, Kacang Tolo, Daun Katuk, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.655Z,4
batch-04-046,batch-04-nasi-merah-kacang-gude-daun-kelor-dan-pisang-ambon,"Nasi Merah, Kacang Gude, Daun Kelor, dan Pisang Ambon","Nasi Merah, Kacang Gude, Daun Kelor, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.655Z,4
batch-04-047,batch-04-nasi-mujahir-goreng-daun-singkong-dan-pisang-ambon,"Nasi, Mujahir Goreng, Daun Singkong, dan Pisang Ambon","Nasi, Mujahir Goreng, Daun Singkong, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,485.0,"1 porsi (485 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.655Z,4
batch-04-048,batch-04-nasi-merah-bebek-goreng-kacang-panjang-dan-pisang-ambon,"Nasi Merah, Bebek Goreng, Kacang Panjang, dan Pisang Ambon","Nasi Merah, Bebek Goreng, Kacang Panjang, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,495.0,"1 porsi (495 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.656Z,4
batch-04-049,batch-04-nasi-ikan-lais-kangkung-dan-pisang-ambon,"Nasi, Ikan Lais, Kangkung, dan Pisang Ambon","Nasi, Ikan Lais, Kangkung, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.656Z,4
batch-04-050,batch-04-nasi-merah-kedelai-rebus-kangkung-rebus-dan-pisang-ambon,"Nasi Merah, Kedelai Rebus, Kangkung Rebus, dan Pisang Ambon","Nasi Merah, Kedelai Rebus, Kangkung Rebus, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.656Z,4
batch-04-051,batch-04-nasi-kacang-belimbing-wortel-kukus-dan-pisang-ambon,"Nasi, Kacang Belimbing, Wortel Kukus, dan Pisang Ambon","Nasi, Kacang Belimbing, Wortel Kukus, dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.589Z,2026-07-28T13:16:41.656Z,4
batch-04-052,batch-04-yoghurt-dan-apel,"Yoghurt dan Apel","Yoghurt dan Apel, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,220.0,"1 porsi (220 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.656Z,4
batch-04-053,batch-04-yoghurt-dan-semangka,"Yoghurt dan Semangka","Yoghurt dan Semangka, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,270.0,"1 porsi (270 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.656Z,4
batch-04-054,batch-04-ubi-ungu-dan-melon,"Ubi Ungu dan Melon","Ubi Ungu dan Melon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,200.0,"1 porsi (200 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.656Z,4
batch-04-055,batch-04-talas-bogor-dan-jambu-biji,"Talas Bogor dan Jambu Biji","Talas Bogor dan Jambu Biji, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,180.0,"1 porsi (180 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.656Z,4
batch-04-056,batch-04-kacang-merah-dan-pisang-ambon,"Kacang Merah dan Pisang Ambon","Kacang Merah dan Pisang Ambon, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,130.0,"1 porsi (130 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.657Z,4
batch-04-057,batch-04-kacang-merah-segar-dan-jeruk,"Kacang Merah Segar dan Jeruk","Kacang Merah Segar dan Jeruk, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,160.0,"1 porsi (160 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.657Z,4
batch-04-058,batch-04-jagung-rebus-dan-nanas,"Jagung Rebus dan Nanas","Jagung Rebus dan Nanas, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,200.0,"1 porsi (200 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.657Z,4
batch-04-059,batch-04-ubi-kukus-dan-semangka,"Ubi Kukus dan Semangka","Ubi Kukus dan Semangka, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,230.0,"1 porsi (230 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.657Z,4
batch-04-060,batch-04-tahu-dan-apel,"Tahu dan Apel","Tahu dan Apel, komposisi unik Batch 4 dengan porsi berbasis TKPI.",snack,160.0,"1 porsi (160 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 4. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:16:36.590Z,2026-07-28T13:16:41.657Z,4
batch-05-001,batch-05-talas-belitung-kacang-merah-dan-buah-naga-merah,"Talas Belitung, Kacang Merah, dan Buah Naga Merah","Talas Belitung, Kacang Merah, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.181Z,2026-07-28T13:21:11.712Z,5
batch-05-002,batch-05-ubi-gadung-kacang-merah-segar-dan-mangga,"Ubi Gadung, Kacang Merah Segar, dan Mangga","Ubi Gadung, Kacang Merah Segar, dan Mangga, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.712Z,5
batch-05-003,batch-05-suweg-kukus-kacang-tolo-dan-belimbing,"Suweg Kukus, Kacang Tolo, dan Belimbing","Suweg Kukus, Kacang Tolo, dan Belimbing, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.712Z,5
batch-05-004,batch-05-talas-bogor-tahu-dan-jambu-air,"Talas Bogor, Tahu, dan Jambu Air","Talas Bogor, Tahu, dan Jambu Air, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.712Z,5
batch-05-005,batch-05-ubi-kuning-kacang-gude-dan-jeruk-bali,"Ubi Kuning, Kacang Gude, dan Jeruk Bali","Ubi Kuning, Kacang Gude, dan Jeruk Bali, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.713Z,5
batch-05-006,batch-05-ubi-ungu-yoghurt-dan-kedondong,"Ubi Ungu, Yoghurt, dan Kedondong","Ubi Ungu, Yoghurt, dan Kedondong, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,370.0,"1 porsi (370 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.713Z,5
batch-05-007,batch-05-singkong-kukus-kacang-tolo-dan-manggis,"Singkong Kukus, Kacang Tolo, dan Manggis","Singkong Kukus, Kacang Tolo, dan Manggis, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.713Z,5
batch-05-008,batch-05-jagung-rebus-kacang-merah-dan-buah-naga-merah,"Jagung Rebus, Kacang Merah, dan Buah Naga Merah","Jagung Rebus, Kacang Merah, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.713Z,5
batch-05-009,batch-05-jagung-pipil-kacang-merah-segar-dan-mangga,"Jagung Pipil, Kacang Merah Segar, dan Mangga","Jagung Pipil, Kacang Merah Segar, dan Mangga, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.713Z,5
batch-05-010,batch-05-roti-susu-skim-dan-belimbing,"Roti, Susu Skim, dan Belimbing","Roti, Susu Skim, dan Belimbing, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,360.0,"1 porsi (360 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.182Z,2026-07-28T13:21:11.713Z,5
batch-05-011,batch-05-ubi-kukus-kacang-gude-dan-jambu-air,"Ubi Kukus, Kacang Gude, dan Jambu Air","Ubi Kukus, Kacang Gude, dan Jambu Air, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.713Z,5
batch-05-012,batch-05-ubi-rebus-tahu-dan-jeruk-bali,"Ubi Rebus, Tahu, dan Jeruk Bali","Ubi Rebus, Tahu, dan Jeruk Bali, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.713Z,5
batch-05-013,batch-05-talas-belitung-yoghurt-dan-kedondong,"Talas Belitung, Yoghurt, dan Kedondong","Talas Belitung, Yoghurt, dan Kedondong, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,400.0,"1 porsi (400 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.713Z,5
batch-05-014,batch-05-suweg-kukus-kacang-merah-dan-manggis,"Suweg Kukus, Kacang Merah, dan Manggis","Suweg Kukus, Kacang Merah, dan Manggis, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.713Z,5
batch-05-015,batch-05-ubi-gadung-kacang-tolo-dan-buah-naga-merah,"Ubi Gadung, Kacang Tolo, dan Buah Naga Merah","Ubi Gadung, Kacang Tolo, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.713Z,5
batch-05-016,batch-05-nasi-ayam-kalasan-bayam-rebus-dan-buah-naga-merah,"Nasi, Ayam Kalasan, Bayam Rebus, dan Buah Naga Merah","Nasi, Ayam Kalasan, Bayam Rebus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.713Z,5
batch-05-017,batch-05-nasi-merah-pepes-mujahir-daun-kacang-panjang-kukus-dan-buah-naga-merah,"Nasi Merah, Pepes Mujahir, Daun Kacang Panjang Kukus, dan Buah Naga Merah","Nasi Merah, Pepes Mujahir, Daun Kacang Panjang Kukus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,510.0,"1 porsi (510 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.714Z,5
batch-05-018,batch-05-nasi-ikan-baung-daun-talas-rebus-dan-buah-naga-merah,"Nasi, Ikan Baung, Daun Talas Rebus, dan Buah Naga Merah","Nasi, Ikan Baung, Daun Talas Rebus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,510.0,"1 porsi (510 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.714Z,5
batch-05-019,batch-05-nasi-merah-pepes-ikan-mas-daun-ubi-merah-kukus-dan-buah-naga-merah,"Nasi Merah, Pepes Ikan Mas, Daun Ubi Merah Kukus, dan Buah Naga Merah","Nasi Merah, Pepes Ikan Mas, Daun Ubi Merah Kukus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.714Z,5
batch-05-020,batch-05-nasi-ikan-papuyu-kacang-panjang-kukus-dan-buah-naga-merah,"Nasi, Ikan Papuyu, Kacang Panjang Kukus, dan Buah Naga Merah","Nasi, Ikan Papuyu, Kacang Panjang Kukus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,510.0,"1 porsi (510 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.714Z,5
batch-05-021,batch-05-nasi-merah-ikan-patin-paria-putih-kukus-dan-buah-naga-merah,"Nasi Merah, Ikan Patin, Paria Putih Kukus, dan Buah Naga Merah","Nasi Merah, Ikan Patin, Paria Putih Kukus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,510.0,"1 porsi (510 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.714Z,5
batch-05-022,batch-05-nasi-cumi-selada-rebus-dan-buah-naga-merah,"Nasi, Cumi, Selada Rebus, dan Buah Naga Merah","Nasi, Cumi, Selada Rebus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.714Z,5
batch-05-023,batch-05-nasi-merah-tahu-taoge-seduh-dan-buah-naga-merah,"Nasi Merah, Tahu, Taoge Seduh, dan Buah Naga Merah","Nasi Merah, Tahu, Taoge Seduh, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,520.0,"1 porsi (520 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.183Z,2026-07-28T13:21:11.714Z,5
batch-05-024,batch-05-nasi-tempe-terung-kukus-dan-buah-naga-merah,"Nasi, Tempe, Terung Kukus, dan Buah Naga Merah","Nasi, Tempe, Terung Kukus, dan Buah Naga Merah, komposisi unik Batch 5 dengan porsi berbasis TKPI.",lunch,490.0,"1 porsi (490 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 5. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:21:09.184Z,2026-07-28T13:21:11.714Z,5
